# 流源IP 目的IP 优先级pg 目的端口 数据量(Bytes) 流开始时间(s)
# src 		dst 	pg    		dport  	 size				start_time
7443
178 118 3 100 154003 2.000001942
6 135 3 100 77482 2.000004185
52 205 3 100 17896842 2.000005645
74 90 3 100 5337809 2.000006427
11 112 3 100 41624 2.000009659
74 11 3 100 1764 2.000010150
91 70 3 100 3061 2.000012928
50 176 3 100 152879 2.000015157
146 106 3 100 5268650 2.000016399
3 89 3 100 6715260 2.000020101
197 63 3 100 165330 2.000020607
114 128 3 100 1118397 2.000022132
4 90 3 100 40986 2.000022372
168 129 3 100 4839060 2.000024365
44 149 3 100 34254 2.000025812
43 110 3 100 69951 2.000027711
112 63 3 100 37325 2.000030433
162 113 3 100 2327433 2.000033901
19 157 3 100 23272 2.000037263
195 67 3 100 16373523 2.000037813
4 159 3 100 555793 2.000038836
1 129 3 100 1527716 2.000040442
79 15 3 100 1978737 2.000040571
38 63 3 100 42331 2.000040676
206 67 3 100 516267 2.000044950
180 138 3 100 79738 2.000045962
36 18 3 100 3880679 2.000046063
105 133 3 100 34207 2.000047370
112 133 3 100 1974848 2.000047475
175 1 3 100 9882163 2.000047849
195 140 3 100 421762 2.000050733
186 83 3 100 27533 2.000050875
197 14 3 100 70756 2.000053897
152 6 3 100 6758 2.000055125
171 195 3 100 8811927 2.000055280
74 1 3 100 3481424 2.000055600
149 102 3 100 720696 2.000056037
106 199 3 100 20673 2.000056452
171 19 3 100 23180159 2.000057155
88 79 3 100 63036 2.000058052
40 147 3 100 149362 2.000058126
187 206 3 100 2958 2.000059075
27 194 3 100 9696 2.000059487
22 58 3 100 111388 2.000060059
114 10 3 100 1749216 2.000063567
12 162 3 100 1833678 2.000064338
45 67 3 100 1865275 2.000066087
90 182 3 100 38066 2.000066197
42 24 3 100 2676372 2.000068903
162 138 3 100 6701191 2.000070612
157 12 3 100 8743 2.000072224
12 146 3 100 4564 2.000072936
199 84 3 100 22539 2.000073182
201 125 3 100 9212 2.000073498
125 61 3 100 39896 2.000074214
115 9 3 100 3820 2.000074457
53 197 3 100 44333 2.000075023
59 186 3 100 28446 2.000077157
51 120 3 100 63251 2.000077179
17 102 3 100 20713 2.000078158
37 71 3 100 6370930 2.000079202
10 127 3 100 14891 2.000079738
125 150 3 100 4574 2.000079981
176 144 3 100 9815 2.000080130
37 70 3 100 2244755 2.000081517
191 16 3 100 3475 2.000085474
187 192 3 100 4698238 2.000086224
139 100 3 100 1703 2.000088089
