# 流源IP 目的IP 优先级pg 目的端口 数据量(Bytes) 流开始时间(s)
# src 		dst 	pg    		dport  	 size				start_time
9590
65 95 3 100 3914 2.000000424
142 194 3 100 18860 2.000000580
102 198 3 100 1826228 2.000000778
107 66 3 100 14563 2.000001276
93 204 3 100 9458 2.000001443
137 185 3 100 9332 2.000002888
39 97 3 100 1489752 2.000003697
62 196 3 100 70318 2.000003734
136 1 3 100 1882125 2.000003902
56 130 3 100 20197 2.000007005
37 15 3 100 14168144 2.000007067
82 181 3 100 22504 2.000008062
101 194 3 100 182 2.000010833
94 185 3 100 7017314 2.000014300
145 3 3 100 988268 2.000017065
87 26 3 100 1029993 2.000019235
24 170 3 100 10511444 2.000019622
34 161 3 100 71660 2.000019857
103 10 3 100 1160559 2.000021561
135 87 3 100 58191 2.000021668
45 185 3 100 1229973 2.000023901
5 190 3 100 28258 2.000023930
44 188 3 100 4244816 2.000024000
160 105 3 100 7781752 2.000024880
65 25 3 100 4458 2.000026161
173 196 3 100 704642 2.000026761
179 102 3 100 193176 2.000028933
65 86 3 100 10415 2.000029910
56 180 3 100 26693 2.000030208
43 183 3 100 39604 2.000031218
155 63 3 100 3275390 2.000031327
68 207 3 100 1928881 2.000033408
97 180 3 100 59807 2.000034014
63 74 3 100 19891 2.000034311
5 92 3 100 2401211 2.000034619
206 146 3 100 5044759 2.000035266
191 50 3 100 67423 2.000036260
95 201 3 100 944259 2.000037614
9 169 3 100 9729907 2.000037922
101 114 3 100 35531 2.000038594
70 17 3 100 669232 2.000041122
148 0 3 100 56123 2.000041888
95 124 3 100 6780 2.000042482
51 120 3 100 26961 2.000042575
145 122 3 100 437107 2.000043266
89 66 3 100 29003 2.000043901
172 36 3 100 9733 2.000045179
16 70 3 100 53867 2.000046157
29 64 3 100 946821 2.000049471
143 171 3 100 4981369 2.000052792
75 34 3 100 70373 2.000053707
53 83 3 100 629 2.000054062
39 132 3 100 3373 2.000055088
176 137 3 100 32008 2.000055430
64 102 3 100 5874383 2.000056040
113 101 3 100 32008 2.000057576
135 159 3 100 5622 2.000058152
34 136 3 100 3171 2.000058579
126 152 3 100 3428553 2.000058722
193 8 3 100 18902 2.000061616
167 5 3 100 70687 2.000061896
182 145 3 100 935 2.000062341
19 68 3 100 58174 2.000064004
90 30 3 100 36002 2.000067425
117 20 3 100 35125 2.000069320
129 108 3 100 25607 2.000069751
73 15 3 100 9689 2.000070163
66 170 3 100 1604 2.000070463
174 140 3 100 5064 2.000071671
124 24 3 100 33570 2.000072017
154 71 3 100 29528 2.000072467
131 20 3 100 48165 2.000072918
199 145 3 100 4019 2.000074832
115 104 3 100 51139 2.000075259
102 206 3 100 734637 2.000075535
146 55 3 100 24041200 2.000077105
96 191 3 100 150546 2.000079440
43 178 3 100 53736 2.000079856
87 44 3 100 9759710 2.000080537
167 147 3 100 23602389 2.000080597
142 24 3 100 4489188 2.000080877
174 146 3 100 1165357 2.000081061
61 46 3 100 68755 2.000081931
43 164 3 100 159418 2.000082379
194 88 3 100 3359 2.000083278
206 45 3 100 12604 2.000084489
177 106 3 100 61149 2.000084881
191 175 3 100 198604 2.000084996
27 88 3 100 58032 2.000085438
28 100 3 100 3975 2.000086798
164 63 3 100 20518 2.000087247
139 123 3 100 2920359 2.000087324
192 55 3 100 41746 2.000089055
87 73 3 100 949667 2.000089447
164 34 3 100 9953063 2.000091945
14 94 3 100 5312628 2.000092151
120 173 3 100 1432303 2.000092999
67 84 3 100 198350 2.000097216
84 130 3 100 108066 2.000097763
178 168 3 100 3663 2.000098444
65 130 3 100 14105 2.000098997
173 110 3 100 2462353 2.000099382
127 21 3 100 8792 2.000100966
133 102 3 100 256822 2.000103000
51 2 3 100 27999 2.000103878
13 194 3 100 2291540 2.000103973
70 54 3 100 50099 2.000104630
50 0 3 100 68007 2.000105401
151 9 3 100 34604 2.000105420
6 150 3 100 29842 2.000105554
68 136 3 100 78631 2.000106446
176 127 3 100 3839 2.000106480
66 37 3 100 932809 2.000106800
205 179 3 100 3223691 2.000107431
99 136 3 100 983657 2.000108992
176 72 3 100 45335 2.000110429
148 103 3 100 53849 2.000110766
6 56 3 100 50876 2.000111593
41 2 3 100 11911522 2.000111889
130 7 3 100 79587 2.000112299
158 190 3 100 151023 2.000113867
180 62 3 100 27739 2.000113946
141 59 3 100 1126064 2.000114179
43 8 3 100 599957 2.000115992
38 23 3 100 191256 2.000116027
147 30 3 100 1159124 2.000117156
146 193 3 100 15060 2.000117268
45 74 3 100 32383 2.000117493
72 173 3 100 28996 2.000118151
41 160 3 100 3791 2.000118765
91 145 3 100 15627566 2.000119809
180 95 3 100 90336 2.000121341
103 67 3 100 6890690 2.000121743
4 57 3 100 3904847 2.000121883
62 192 3 100 46174 2.000123387
11 172 3 100 9657833 2.000123770
90 61 3 100 45397 2.000123806
85 100 3 100 448717 2.000123889
106 8 3 100 15664 2.000125351
136 65 3 100 4139 2.000125639
152 77 3 100 8530532 2.000125761
180 4 3 100 54726 2.000126468
201 31 3 100 12450 2.000128531
198 166 3 100 28000 2.000129272
103 167 3 100 44687 2.000129472
63 77 3 100 56111 2.000131177
79 171 3 100 96644 2.000131632
14 203 3 100 16247 2.000134407
202 184 3 100 16184 2.000134787
196 103 3 100 5444 2.000135541
146 166 3 100 28814805 2.000136902
127 106 3 100 32016 2.000137804
1 18 3 100 22071 2.000137988
71 31 3 100 6465 2.000140206
174 146 3 100 3009464 2.000140628
63 93 3 100 35483 2.000141001
97 62 3 100 6184 2.000142562
206 13 3 100 46546 2.000144802
73 15 3 100 58863 2.000145490
75 89 3 100 1688413 2.000147173
173 63 3 100 46138 2.000147544
188 77 3 100 64507 2.000148586
110 6 3 100 117187 2.000148836
131 160 3 100 22436 2.000149558
171 203 3 100 752873 2.000150381
104 89 3 100 1778820 2.000150502
202 178 3 100 1599646 2.000150992
73 32 3 100 1265288 2.000151544
75 130 3 100 4734 2.000152611
33 92 3 100 78302 2.000153143
191 2 3 100 39906 2.000154247
19 76 3 100 1777851 2.000155024
115 107 3 100 3288 2.000156017
65 10 3 100 64852 2.000156839
100 27 3 100 3469 2.000157302
5 150 3 100 821327 2.000161957
107 180 3 100 180731 2.000161992
122 31 3 100 25047 2.000162660
193 153 3 100 4532592 2.000163769
19 69 3 100 65292 2.000163977
85 61 3 100 2509722 2.000165626
14 34 3 100 3172964 2.000166138
35 161 3 100 1768116 2.000167632
165 130 3 100 273809 2.000167654
151 44 3 100 66889 2.000167737
82 145 3 100 1734285 2.000168203
145 94 3 100 96761 2.000168259
106 91 3 100 839867 2.000168561
191 145 3 100 30345 2.000169018
187 45 3 100 6343 2.000171780
82 72 3 100 4481925 2.000172085
168 96 3 100 2770845 2.000172704
49 32 3 100 260661 2.000172930
176 47 3 100 24089 2.000172950
51 115 3 100 25707 2.000175028
206 188 3 100 8992481 2.000176248
34 56 3 100 896900 2.000177049
52 185 3 100 21028 2.000178595
40 120 3 100 75854 2.000178751
23 142 3 100 1610399 2.000178957
81 192 3 100 787439 2.000179891
77 145 3 100 498630 2.000180538
132 73 3 100 13655 2.000181489
66 11 3 100 6929 2.000181493
75 36 3 100 93099 2.000181767
80 204 3 100 2708 2.000183975
34 90 3 100 812422 2.000184683
6 133 3 100 20278 2.000185022
193 124 3 100 7573 2.000185660
18 15 3 100 5352 2.000185797
191 174 3 100 3718446 2.000186650
165 197 3 100 41488 2.000187331
15 79 3 100 1227470 2.000187540
33 108 3 100 197616 2.000189174
20 160 3 100 6536042 2.000189735
123 162 3 100 1575707 2.000190263
99 146 3 100 3095 2.000191645
56 73 3 100 1850647 2.000192156
121 184 3 100 48258 2.000197554
33 176 3 100 15710 2.000199037
6 48 3 100 7300 2.000199333
32 53 3 100 1466905 2.000199924
201 180 3 100 32911 2.000201884
72 192 3 100 1208114 2.000202199
142 53 3 100 87887 2.000202474
50 133 3 100 150779 2.000204607
165 31 3 100 1326995 2.000204830
51 22 3 100 9036077 2.000205047
27 134 3 100 1950169 2.000205479
138 20 3 100 1568677 2.000206494
203 166 3 100 1854 2.000207226
16 91 3 100 6307 2.000208164
24 7 3 100 159584 2.000210658
2 25 3 100 7285543 2.000211211
62 114 3 100 1410199 2.000212259
35 5 3 100 147181 2.000212401
41 8 3 100 53211 2.000212689
141 112 3 100 4733303 2.000213167
101 167 3 100 1427 2.000215043
111 22 3 100 1243991 2.000215267
152 197 3 100 1277134 2.000215485
