# 流源IP 目的IP 优先级pg 目的端口 数据量(Bytes) 流开始时间(s)
# src 		dst 	pg    		dport  	 size				start_time
3495
1 197 3 100 37174 2.000041841
7 203 3 100 10855 2.000042306
12 198 3 100 103073 2.000076609
3 199 3 100 1803720 2.000162509
8 206 3 100 45825 2.000202392
13 193 3 100 14317 2.000216451
5 199 3 100 161198 2.000265373
4 202 3 100 2915661 2.000276231
4 196 3 100 2978 2.000304268
3 204 3 100 61649 2.000345429
3 201 3 100 741083 2.000372494
13 193 3 100 49021 2.000374023
0 195 3 100 8554803 2.000401833
13 203 3 100 149480 2.000419878
2 197 3 100 1953152 2.000453698
4 202 3 100 2300 2.000545632
2 201 3 100 39908 2.000560858
5 201 3 100 9904576 2.000567958
12 205 3 100 24901 2.000658637
1 196 3 100 9094 2.000663911
6 205 3 100 70840 2.000683627
2 193 3 100 20418 2.000846981
2 198 3 100 5249448 2.000871948
14 198 3 100 6658700 2.000903147
7 200 3 100 66441 2.000906686
4 197 3 100 3348 2.000907455
5 201 3 100 15701 2.000931933
13 202 3 100 1961526 2.000955798
5 205 3 100 68514 2.001002157
6 201 3 100 3869985 2.001039157
1 204 3 100 151797 2.001067691
0 197 3 100 124909 2.001079926
10 204 3 100 6779174 2.001090098
3 201 3 100 994456 2.001114001
14 205 3 100 6229778 2.001165628
11 196 3 100 69218 2.001207128
0 207 3 100 1523930 2.001224020
6 206 3 100 3615275 2.001322996
6 196 3 100 2466502 2.001352580
14 202 3 100 22387 2.001393793
2 207 3 100 57232 2.001393831
10 200 3 100 63911 2.001443022
2 203 3 100 29727 2.001473110
9 204 3 100 66962 2.001634028
15 195 3 100 363525 2.001650100
5 193 3 100 194302 2.001675134
10 197 3 100 22646 2.001696482
3 203 3 100 1134514 2.001745301
1 194 3 100 1071975 2.001763417
11 206 3 100 2208508 2.001803926
0 200 3 100 20600 2.001888957
13 202 3 100 2612 2.001919515
5 203 3 100 55962 2.001919772
15 193 3 100 6810 2.001968021
8 202 3 100 30497 2.002056771
13 197 3 100 57490 2.002078807
14 205 3 100 73222 2.002110686
0 205 3 100 24075 2.002125211
10 199 3 100 2151500 2.002164926
1 204 3 100 2112278 2.002201675
6 206 3 100 2732238 2.002217212
10 194 3 100 9114 2.002226753
5 199 3 100 802057 2.002260260
6 200 3 100 1453318 2.002298365
12 193 3 100 133179 2.002358475
13 196 3 100 27774 2.002375492
12 195 3 100 2948559 2.002414308
15 204 3 100 29833 2.002448938
0 204 3 100 68576 2.002454698
15 203 3 100 135927 2.002491894
1 202 3 100 1959151 2.002497650
8 199 3 100 33933 2.002528265
4 206 3 100 2371227 2.002610248
13 207 3 100 3839251 2.002617925
14 193 3 100 22490 2.002622390
3 202 3 100 611141 2.002631850
6 194 3 100 1539358 2.002644532
3 200 3 100 64863 2.002662627
5 200 3 100 1727911 2.002687354
4 196 3 100 19398 2.002738289
10 199 3 100 20149 2.002740684
12 203 3 100 39810 2.002741416
7 204 3 100 3152592 2.002847927
6 197 3 100 744805 2.002859729
10 207 3 100 785226 2.002866971
4 206 3 100 29233 2.002883274
10 196 3 100 623418 2.002891543
4 202 3 100 42491 2.002940529
15 206 3 100 32046 2.003021922
1 195 3 100 1318113 2.003085721
7 206 3 100 8357271 2.003086212
8 207 3 100 45551 2.003093448
1 197 3 100 40726 2.003114961
1 193 3 100 903245 2.003118512
2 194 3 100 2500629 2.003159102
2 198 3 100 12138744 2.003181666
1 205 3 100 72020 2.003192137
4 203 3 100 7896 2.003230962
8 199 3 100 4773155 2.003249563
2 199 3 100 1285727 2.003279087
7 192 3 100 38435 2.003291565
11 198 3 100 40651 2.003297197
8 206 3 100 171321 2.003305888
10 194 3 100 426500 2.003334663
8 192 3 100 7975970 2.003395260
7 198 3 100 30305 2.003412599
7 199 3 100 437330 2.003421265
10 201 3 100 821005 2.003452681
2 193 3 100 29531 2.003464415
11 199 3 100 79657 2.003494784
1 205 3 100 26272 2.003528820
10 202 3 100 2092662 2.003587003
2 200 3 100 561700 2.003614307
4 207 3 100 24855 2.003615164
11 196 3 100 78190 2.003622816
12 206 3 100 1844851 2.003645949
