# 流源IP 目的IP 优先级pg 目的端口 数据量(Bytes) 流开始时间(s)
# src 		dst 	pg    		dport  	 size				start_time
9425
3 194 3 100 21818 2.000001662
15 195 3 100 2001 2.000002445
11 201 3 100 55518 2.000020837
14 207 3 100 1830242 2.000042782
9 202 3 100 107113 2.000064077
8 192 3 100 68260 2.000131928
10 194 3 100 8910541 2.000160168
15 195 3 100 40763 2.000161696
14 192 3 100 25444548 2.000162835
12 197 3 100 1448590 2.000173004
2 207 3 100 64729 2.000175051
2 193 3 100 47541 2.000184770
0 192 3 100 4667522 2.000190643
7 201 3 100 8753772 2.000193413
3 194 3 100 1400638 2.000209926
2 200 3 100 65074 2.000247707
3 193 3 100 7524117 2.000252216
8 200 3 100 19858794 2.000253660
3 203 3 100 28316 2.000259784
8 200 3 100 78413 2.000265186
7 197 3 100 28844 2.000267690
7 201 3 100 147278 2.000270458
3 206 3 100 23869 2.000278800
8 203 3 100 16796 2.000282491
5 197 3 100 51976 2.000288433
4 199 3 100 3520422 2.000325736
6 195 3 100 1239175 2.000330102
9 200 3 100 69044 2.000348506
1 195 3 100 72398 2.000362892
7 205 3 100 2565083 2.000367431
4 195 3 100 8898 2.000368863
1 196 3 100 135350 2.000390197
10 201 3 100 1789826 2.000400720
11 204 3 100 7097449 2.000404995
12 205 3 100 5287 2.000415862
8 192 3 100 1790339 2.000421596
6 200 3 100 18402 2.000432421
15 199 3 100 28889 2.000457789
13 203 3 100 8507 2.000460957
6 194 3 100 8905163 2.000461328
12 195 3 100 1198 2.000461883
13 194 3 100 20678 2.000467479
15 195 3 100 79615 2.000469712
11 198 3 100 3668 2.000474414
14 195 3 100 4461278 2.000497134
14 205 3 100 1715560 2.000506067
0 204 3 100 1939800 2.000513435
9 195 3 100 52860 2.000514009
0 207 3 100 8964960 2.000535768
2 205 3 100 7878598 2.000560682
7 201 3 100 627795 2.000593586
13 200 3 100 1740 2.000597109
0 192 3 100 8483 2.000608228
4 197 3 100 3961 2.000622366
5 192 3 100 35740 2.000628888
13 203 3 100 137335 2.000629177
4 197 3 100 4863 2.000633495
6 202 3 100 26561 2.000635256
13 200 3 100 2156714 2.000643845
5 202 3 100 69064 2.000645560
4 199 3 100 3034167 2.000662466
6 195 3 100 12698 2.000684732
5 206 3 100 3703726 2.000694327
14 200 3 100 30282 2.000695223
11 207 3 100 3215447 2.000726866
4 198 3 100 46948 2.000727228
3 200 3 100 122901 2.000728897
14 200 3 100 39061 2.000739578
7 203 3 100 11914 2.000744582
2 194 3 100 4960 2.000751745
4 202 3 100 2750651 2.000754968
5 195 3 100 9308 2.000758092
1 202 3 100 874245 2.000758702
