# 流源IP 目的IP 优先级pg 目的端口 数据量(Bytes) 流开始时间(s)
# src 		dst 	pg    		dport  	 size				start_time
5290
5 116 3 100 325508 2.000060495
13 122 3 100 4200828 2.000137530
3 116 3 100 58635 2.000138574
10 121 3 100 37090 2.000146269
0 123 3 100 2818001 2.000171575
3 126 3 100 30779 2.000247627
10 118 3 100 52047 2.000251468
5 125 3 100 4372981 2.000393727
12 115 3 100 4946679 2.000416554
1 119 3 100 9720943 2.000443522
9 118 3 100 21070 2.000477390
3 124 3 100 1851923 2.000480334
9 116 3 100 779990 2.000494043
14 124 3 100 623143 2.000570407
12 123 3 100 20682 2.000603407
10 122 3 100 29932 2.000643895
3 124 3 100 148109 2.000659556
5 112 3 100 7737 2.000734759
1 113 3 100 16370216 2.000757554
14 127 3 100 1300519 2.000780167
2 121 3 100 188015 2.000792038
9 117 3 100 40231 2.000812097
6 113 3 100 494 2.000873121
1 114 3 100 8831 2.000907822
1 125 3 100 23016875 2.000959603
7 116 3 100 54731 2.000960115
6 125 3 100 28730 2.000962537
10 127 3 100 335973 2.000992163
6 117 3 100 16339 2.001067602
15 126 3 100 22726 2.001123507
7 119 3 100 25436 2.001165448
0 114 3 100 52015 2.001178952
6 126 3 100 196669 2.001188228
11 120 3 100 5667637 2.001206917
1 127 3 100 968 2.001210096
14 127 3 100 2233980 2.001214522
5 116 3 100 3002257 2.001250853
8 116 3 100 129994 2.001254703
4 123 3 100 8762 2.001276457
10 124 3 100 5287787 2.001286277
0 121 3 100 1916984 2.001291474
0 122 3 100 805969 2.001301607
0 120 3 100 9667910 2.001309519
15 125 3 100 3919 2.001335312
6 122 3 100 28780855 2.001440738
13 120 3 100 27888 2.001578364
5 122 3 100 55553 2.001595599
0 116 3 100 210681 2.001659896
15 114 3 100 29604 2.001661671
4 116 3 100 29036 2.001685397
1 124 3 100 3679857 2.001713625
5 124 3 100 28820 2.001739121
8 116 3 100 31787 2.001815926
0 120 3 100 1407374 2.001818444
2 117 3 100 1204098 2.001897492
15 114 3 100 7025 2.001919876
9 116 3 100 618928 2.002073140
14 123 3 100 24479592 2.002084109
8 121 3 100 16457 2.002131156
1 126 3 100 4007614 2.002162896
6 113 3 100 5229258 2.002207180
8 127 3 100 37054 2.002211688
8 125 3 100 4258917 2.002238629
11 122 3 100 7751 2.002261273
7 115 3 100 8032040 2.002287282
12 112 3 100 74472 2.002312601
7 122 3 100 22195 2.002358298
14 114 3 100 37 2.002431445
11 115 3 100 29865 2.002462391
2 120 3 100 1706774 2.002464360
4 116 3 100 770813 2.002467771
2 124 3 100 1173 2.002471170
8 123 3 100 19869 2.002486284
9 118 3 100 28882 2.002548851
15 118 3 100 35931 2.002667296
6 118 3 100 30233 2.002675789
6 122 3 100 1081195 2.002727624
6 112 3 100 42728 2.002756754
15 127 3 100 131415 2.002788459
8 113 3 100 25925 2.002793593
5 118 3 100 2979 2.002815852
8 118 3 100 68065 2.002894082
10 116 3 100 28881 2.002920544
3 121 3 100 22050962 2.002973133
12 127 3 100 28324 2.003034169
12 125 3 100 55011 2.003036262
8 123 3 100 5117786 2.003055455
12 117 3 100 1385 2.003091090
13 117 3 100 3023 2.003091801
4 126 3 100 1100064 2.003092840
11 120 3 100 921673 2.003120883
15 126 3 100 7707629 2.003201579
7 118 3 100 678 2.003229510
1 127 3 100 74865 2.003247266
7 115 3 100 1829897 2.003282800
11 117 3 100 1390802 2.003305222
9 125 3 100 703693 2.003313468
1 115 3 100 20422144 2.003353841
5 116 3 100 26716 2.003387545
4 126 3 100 53007 2.003447104
14 121 3 100 824037 2.003470888
3 118 3 100 2467950 2.003517193
13 124 3 100 15607 2.003540081
6 124 3 100 6853767 2.003544893
0 114 3 100 4306372 2.003562230
15 114 3 100 115 2.003607466
2 115 3 100 63703 2.003615890
2 127 3 100 4035347 2.003635167
15 115 3 100 2542050 2.003659022
5 125 3 100 28012 2.003681103
11 126 3 100 27750 2.003687481
2 125 3 100 80158 2.003701190
11 120 3 100 1525943 2.003705764
15 118 3 100 758470 2.003733995
9 117 3 100 316390 2.003740203
10 121 3 100 149874 2.003752136
