# 流源IP 目的IP 优先级pg 目的端口 数据量(Bytes) 流开始时间(s)
# src 		dst 	pg    		dport  	 size				start_time
2774
25 123 3 100 66130 2.000001009
106 60 3 100 44195 2.000003456
66 103 3 100 1075820 2.000005470
34 1 3 100 8490441 2.000009171
78 61 3 100 5224464 2.000009960
35 92 3 100 1573221 2.000013297
72 127 3 100 422 2.000016143
70 51 3 100 13075 2.000018680
71 50 3 100 4120334 2.000020175
34 23 3 100 2275 2.000024888
116 14 3 100 13363132 2.000027312
1 32 3 100 2060085 2.000034550
59 87 3 100 7012 2.000035856
121 15 3 100 32128 2.000042950
35 81 3 100 1772470 2.000043335
10 123 3 100 618371 2.000044333
97 88 3 100 9354572 2.000045500
99 39 3 100 4007827 2.000046574
104 0 3 100 4989035 2.000047585
83 127 3 100 25312955 2.000048758
41 121 3 100 1843841 2.000059856
6 52 3 100 4750408 2.000059982
16 67 3 100 68525 2.000063728
110 86 3 100 390934 2.000063956
71 13 3 100 29821 2.000065088
93 38 3 100 28170453 2.000067224
24 43 3 100 42530 2.000069552
117 40 3 100 61587 2.000073879
118 12 3 100 100 2.000075613
53 3 3 100 1679559 2.000075830
107 82 3 100 16586 2.000080286
16 119 3 100 63871 2.000082774
86 76 3 100 22090 2.000082859
5 117 3 100 3711 2.000090680
95 60 3 100 78067 2.000100414
72 49 3 100 591590 2.000100959
1 125 3 100 5654 2.000107144
4 50 3 100 22964 2.000110696
57 40 3 100 1635440 2.000113676
26 9 3 100 3400 2.000115320
21 117 3 100 80940 2.000117370
31 3 3 100 1446481 2.000122581
37 52 3 100 18796 2.000123077
55 40 3 100 37666 2.000123694
28 109 3 100 929508 2.000128477
90 23 3 100 16270 2.000131072
77 28 3 100 12107 2.000131476
25 71 3 100 154182 2.000136257
53 69 3 100 24639 2.000142266
99 0 3 100 7576 2.000145598
56 66 3 100 73508 2.000147820
70 2 3 100 23089290 2.000147950
92 40 3 100 2088759 2.000151075
61 47 3 100 5182043 2.000157191
19 106 3 100 41877 2.000157630
123 96 3 100 23658 2.000162199
126 110 3 100 287422 2.000167241
9 27 3 100 649681 2.000168230
5 101 3 100 32541 2.000169007
7 113 3 100 415649 2.000172455
28 35 3 100 26270 2.000172577
97 17 3 100 273811 2.000174330
14 27 3 100 201682 2.000178203
10 119 3 100 11295741 2.000179098
108 14 3 100 44533 2.000185479
101 53 3 100 2091923 2.000188952
25 90 3 100 9580 2.000193905
54 95 3 100 92703 2.000196033
108 28 3 100 43111 2.000197708
0 65 3 100 36687 2.000198877
91 57 3 100 20754 2.000203037
102 73 3 100 48631 2.000203893
88 111 3 100 68948 2.000209651
85 111 3 100 96391 2.000210907
107 125 3 100 61521 2.000214293
52 5 3 100 8250 2.000217151
42 121 3 100 14287 2.000218545
114 39 3 100 767625 2.000222550
35 65 3 100 1037813 2.000222855
100 30 3 100 41498 2.000224153
101 15 3 100 1922257 2.000224671
20 98 3 100 9483 2.000224984
1 77 3 100 34988 2.000229373
45 48 3 100 8683 2.000235673
60 75 3 100 19426113 2.000240732
123 48 3 100 57364 2.000247608
20 115 3 100 1588771 2.000250520
90 112 3 100 73895 2.000251366
2 98 3 100 189586 2.000253466
119 88 3 100 4144872 2.000264658
112 14 3 100 6671921 2.000268673
58 4 3 100 5281593 2.000269861
