# 流源IP 目的IP 优先级pg 目的端口 数据量(Bytes) 流开始时间(s)
# src 		dst 	pg    		dport  	 size				start_time
5823
4 114 3 100 392892 2.000007938
14 125 3 100 12654 2.000018136
10 118 3 100 631887 2.000040805
6 125 3 100 144337 2.000050500
12 118 3 100 457441 2.000055843
15 113 3 100 119609 2.000072216
3 125 3 100 8051 2.000088863
3 122 3 100 3111107 2.000097867
2 126 3 100 54160 2.000110978
5 124 3 100 5975 2.000116158
3 124 3 100 46347 2.000145055
0 112 3 100 20562 2.000178491
2 119 3 100 44306 2.000189631
12 127 3 100 2425837 2.000192349
11 119 3 100 1765510 2.000194430
1 125 3 100 8176 2.000251156
9 121 3 100 4680105 2.000268159
1 116 3 100 135897 2.000272013
11 114 3 100 56746 2.000273638
3 115 3 100 38248 2.000296143
5 119 3 100 25926 2.000339691
7 124 3 100 29938 2.000349666
3 126 3 100 75653 2.000350689
11 115 3 100 27615015 2.000354000
12 123 3 100 5678789 2.000355273
1 122 3 100 449 2.000405295
5 113 3 100 1 2.000415404
7 112 3 100 1978872 2.000420603
4 113 3 100 56037 2.000421892
12 121 3 100 9433 2.000422622
11 126 3 100 292 2.000445835
6 113 3 100 135717 2.000458352
12 122 3 100 478502 2.000467332
10 115 3 100 30551 2.000483427
10 126 3 100 529009 2.000490311
0 121 3 100 1687185 2.000490376
4 125 3 100 2212342 2.000497952
6 112 3 100 50142 2.000581671
0 125 3 100 18111 2.000583447
13 116 3 100 1705252 2.000609456
13 118 3 100 53625 2.000627684
9 118 3 100 87237 2.000664796
1 113 3 100 28770 2.000684738
3 124 3 100 64237 2.000691426
1 124 3 100 29659 2.000708483
4 121 3 100 72991 2.000735445
15 127 3 100 2181070 2.000768456
10 117 3 100 2132554 2.000813829
12 118 3 100 28359 2.000836789
5 112 3 100 26913 2.000886354
10 121 3 100 27232 2.000886518
7 119 3 100 31827 2.000895017
3 125 3 100 15617 2.000921511
8 115 3 100 2697603 2.000948440
6 127 3 100 67321 2.000967504
14 115 3 100 588487 2.000979070
7 121 3 100 4457 2.000979979
5 125 3 100 7338126 2.000980200
14 123 3 100 486 2.000988106
5 123 3 100 8142826 2.000993099
7 114 3 100 1259993 2.001022853
15 120 3 100 210182 2.001039941
9 118 3 100 24968 2.001044832
12 125 3 100 126003 2.001049702
0 114 3 100 8547 2.001053565
1 127 3 100 447588 2.001101129
5 116 3 100 62434 2.001101993
10 117 3 100 2902 2.001102320
7 114 3 100 543582 2.001118842
13 120 3 100 54812 2.001150987
5 118 3 100 746740 2.001158078
10 122 3 100 10517371 2.001162411
8 125 3 100 9161 2.001169914
4 116 3 100 28718 2.001174787
1 125 3 100 9688977 2.001187120
7 122 3 100 66117 2.001204014
10 125 3 100 8581422 2.001204967
15 126 3 100 51110 2.001214079
11 125 3 100 62129 2.001221624
3 125 3 100 2204285 2.001229914
11 114 3 100 4456796 2.001254641
14 119 3 100 3885 2.001300534
10 115 3 100 62566 2.001314875
11 120 3 100 996141 2.001321629
9 125 3 100 6657278 2.001335321
15 124 3 100 6419422 2.001348380
10 119 3 100 37613 2.001360466
12 118 3 100 72733 2.001388079
5 113 3 100 23458476 2.001413129
6 115 3 100 32240 2.001419184
1 117 3 100 3257 2.001468080
