# 流源IP 目的IP 优先级pg 目的端口 数据量(Bytes) 流开始时间(s)
# src 		dst 	pg    		dport  	 size				start_time
4607
120 38 3 100 15729 2.000000037
113 93 3 100 11591 2.000007860
8 112 3 100 23488385 2.000009583
40 89 3 100 7272 2.000009792
123 67 3 100 71220 2.000012712
44 102 3 100 1874251 2.000013302
7 34 3 100 5229790 2.000020929
118 50 3 100 14491580 2.000022967
13 60 3 100 26848 2.000026970
26 118 3 100 1043 2.000032473
7 67 3 100 34544 2.000036762
104 58 3 100 123756 2.000041613
5 118 3 100 1173 2.000044095
38 11 3 100 1458592 2.000044589
23 102 3 100 180184 2.000046750
49 23 3 100 28138 2.000050480
28 123 3 100 46669 2.000056001
95 43 3 100 9866 2.000058092
113 13 3 100 3906747 2.000058108
70 85 3 100 181619 2.000059539
17 14 3 100 797342 2.000064027
59 95 3 100 39369 2.000065460
28 109 3 100 12294 2.000070616
61 5 3 100 1646099 2.000072516
105 126 3 100 3497937 2.000073101
107 26 3 100 14765242 2.000075002
51 122 3 100 28651 2.000075923
51 7 3 100 24634 2.000076259
28 93 3 100 73686 2.000077800
5 65 3 100 1110463 2.000080168
23 108 3 100 6758 2.000080572
71 111 3 100 55457 2.000082940
9 49 3 100 1058548 2.000083748
67 91 3 100 1417164 2.000090197
67 3 3 100 1353281 2.000093206
49 79 3 100 71986 2.000095840
115 23 3 100 458514 2.000097222
116 50 3 100 79929 2.000097739
94 24 3 100 32 2.000098108
0 121 3 100 27513 2.000099795
22 124 3 100 50587 2.000102179
32 27 3 100 6211409 2.000105066
12 109 3 100 48662 2.000105152
104 3 3 100 24621 2.000107224
99 40 3 100 829944 2.000110295
92 8 3 100 44913 2.000119935
122 103 3 100 2117437 2.000122778
13 112 3 100 603407 2.000130256
37 72 3 100 8893723 2.000131905
47 59 3 100 2616 2.000133776
28 122 3 100 8432 2.000133822
29 79 3 100 1587779 2.000134764
52 76 3 100 2550 2.000134953
36 115 3 100 33183 2.000138505
40 84 3 100 810900 2.000143216
63 75 3 100 37851 2.000144761
50 124 3 100 23406 2.000146795
22 36 3 100 4773756 2.000151640
111 118 3 100 109850 2.000151640
65 109 3 100 21012 2.000156796
36 118 3 100 131620 2.000158969
34 108 3 100 1935078 2.000159930
71 40 3 100 156977 2.000163165
56 97 3 100 1828 2.000166411
4 70 3 100 22093 2.000166472
126 89 3 100 23788 2.000173243
51 113 3 100 36013 2.000174449
33 92 3 100 2788380 2.000174559
125 80 3 100 5572 2.000181714
23 79 3 100 8887 2.000184643
100 31 3 100 290054 2.000185271
1 32 3 100 46288 2.000187050
73 99 3 100 2243696 2.000191045
0 116 3 100 47196 2.000192170
9 19 3 100 29108 2.000194130
93 32 3 100 3612 2.000194396
80 74 3 100 1163 2.000195283
37 24 3 100 510355 2.000195518
119 0 3 100 179919 2.000200235
84 3 3 100 1608188 2.000200675
14 122 3 100 5710606 2.000201149
21 4 3 100 45582 2.000208553
96 119 3 100 1712973 2.000209963
13 68 3 100 1154541 2.000212346
71 31 3 100 75256 2.000219216
0 105 3 100 157342 2.000222262
97 87 3 100 160639 2.000222439
121 43 3 100 4611 2.000222763
45 49 3 100 9880 2.000223719
90 64 3 100 41731 2.000228870
56 25 3 100 135444 2.000231659
32 18 3 100 2420148 2.000232058
101 68 3 100 72917 2.000232085
0 111 3 100 60306 2.000232551
39 83 3 100 67031 2.000238222
6 26 3 100 5634 2.000238906
6 46 3 100 8049699 2.000239658
89 57 3 100 1027184 2.000244460
12 57 3 100 6826 2.000251763
29 126 3 100 68066 2.000253151
53 20 3 100 1084190 2.000254684
122 7 3 100 6280715 2.000256793
63 46 3 100 6897766 2.000257838
13 64 3 100 175567 2.000259701
52 96 3 100 855244 2.000260103
32 73 3 100 30471 2.000267031
41 64 3 100 926 2.000273398
4 40 3 100 39114 2.000274175
117 97 3 100 74011 2.000274760
96 51 3 100 712055 2.000274849
46 85 3 100 34031 2.000281715
80 71 3 100 52845 2.000283235
66 32 3 100 94194 2.000286129
76 57 3 100 77453 2.000289787
120 35 3 100 13497692 2.000289865
73 45 3 100 691509 2.000291864
7 108 3 100 245532 2.000299893
24 34 3 100 869 2.000300576
105 48 3 100 622464 2.000301129
38 77 3 100 41088 2.000301786
107 59 3 100 1062818 2.000302532
20 95 3 100 60852 2.000305549
8 64 3 100 93343 2.000306724
43 122 3 100 1041229 2.000308262
91 22 3 100 46775 2.000308748
30 34 3 100 6038 2.000310070
11 26 3 100 2807 2.000311146
67 48 3 100 1985874 2.000315393
25 93 3 100 59745 2.000315764
75 90 3 100 518764 2.000317132
103 113 3 100 828156 2.000321333
4 53 3 100 6167 2.000322687
61 71 3 100 3002 2.000332441
101 73 3 100 67691 2.000338969
78 27 3 100 2768848 2.000339924
116 33 3 100 55900 2.000342545
63 15 3 100 1677033 2.000348888
92 96 3 100 156515 2.000353045
92 28 3 100 1976865 2.000359980
96 4 3 100 8988 2.000362486
106 62 3 100 9330097 2.000362507
116 95 3 100 3492265 2.000366326
52 36 3 100 5632874 2.000367279
92 43 3 100 1223429 2.000369757
2 37 3 100 5830 2.000370536
5 50 3 100 1295606 2.000371423
127 7 3 100 74302 2.000373248
23 5 3 100 6970 2.000373540
120 93 3 100 3829821 2.000384281
62 79 3 100 9665071 2.000384839
20 95 3 100 9475 2.000387978
105 18 3 100 42736 2.000388260
5 95 3 100 5473 2.000389482
120 40 3 100 10256638 2.000391117
28 101 3 100 139746 2.000392048
81 4 3 100 57988 2.000392745
41 22 3 100 6047632 2.000392820
62 19 3 100 60446 2.000395342
120 68 3 100 22952 2.000396542
89 101 3 100 79031 2.000399278
73 53 3 100 5691613 2.000399288
113 71 3 100 807836 2.000399298
0 35 3 100 3030609 2.000404616
36 63 3 100 998223 2.000406632
122 66 3 100 5668 2.000406955
66 112 3 100 136880 2.000410681
99 20 3 100 6690 2.000410843
103 121 3 100 5063 2.000410846
57 107 3 100 181571 2.000411414
41 31 3 100 16161 2.000415086
108 32 3 100 40669 2.000417601
13 78 3 100 1474237 2.000419183
27 1 3 100 1564117 2.000422038
105 13 3 100 10109 2.000423397
73 109 3 100 11673 2.000425050
6 52 3 100 72844 2.000429376
90 119 3 100 9333266 2.000433216
65 36 3 100 1572327 2.000434661
76 84 3 100 54139 2.000438755
70 126 3 100 4588 2.000439142
78 41 3 100 1623453 2.000440435
59 96 3 100 3338288 2.000442808
0 73 3 100 117591 2.000443492
6 104 3 100 113961 2.000443887
25 94 3 100 1668581 2.000447255
29 117 3 100 17632 2.000450697
107 94 3 100 1049056 2.000453549
76 14 3 100 6257 2.000457924
49 93 3 100 192273 2.000460043
51 33 3 100 4114 2.000467352
109 61 3 100 31854 2.000470460
98 79 3 100 72578 2.000472002
43 77 3 100 37590 2.000472243
57 18 3 100 1654261 2.000474098
84 121 3 100 4953849 2.000479161
