# 流源IP 目的IP 优先级pg 目的端口 数据量(Bytes) 流开始时间(s)
# src 		dst 	pg    		dport  	 size				start_time
5851
66 15 3 100 1668776 2.000000035
2 20 3 100 2158972 2.000000152
84 76 3 100 783653 2.000001934
86 15 3 100 983928 2.000005204
58 46 3 100 7637356 2.000006803
120 100 3 100 124956 2.000007398
69 50 3 100 330736 2.000008218
30 64 3 100 170830 2.000012187
60 73 3 100 5608492 2.000012288
6 55 3 100 42994 2.000013128
108 112 3 100 6438 2.000013666
31 124 3 100 18154 2.000014010
122 101 3 100 74598 2.000017571
81 48 3 100 40704 2.000018442
53 72 3 100 69000 2.000018891
55 93 3 100 79589 2.000018895
91 24 3 100 32207 2.000020134
58 118 3 100 69472 2.000021703
95 122 3 100 584793 2.000023007
75 10 3 100 2843 2.000023770
85 41 3 100 3384708 2.000028922
46 94 3 100 957990 2.000029589
74 80 3 100 20451111 2.000030259
46 66 3 100 4737230 2.000032679
88 52 3 100 72152 2.000033297
4 53 3 100 7866582 2.000033537
54 106 3 100 18316 2.000034586
89 28 3 100 36550 2.000034774
9 92 3 100 5937449 2.000035916
3 58 3 100 77675 2.000036687
35 65 3 100 66961 2.000038445
78 121 3 100 23554 2.000038518
109 66 3 100 2427626 2.000038996
5 43 3 100 117205 2.000042243
38 110 3 100 70395 2.000042684
14 55 3 100 21385779 2.000044144
22 98 3 100 26734 2.000050312
38 75 3 100 14814787 2.000050470
116 55 3 100 37978 2.000051197
5 40 3 100 204203 2.000052048
59 20 3 100 124476 2.000054113
32 57 3 100 1690499 2.000055237
89 101 3 100 58321 2.000058043
81 54 3 100 25311 2.000060062
83 79 3 100 37985 2.000062323
7 111 3 100 54995 2.000062745
21 78 3 100 3988 2.000063020
21 119 3 100 7026 2.000065249
116 7 3 100 538767 2.000066069
42 75 3 100 7712 2.000067175
71 39 3 100 5965 2.000068678
0 59 3 100 183893 2.000070168
27 109 3 100 310880 2.000070203
123 77 3 100 618680 2.000071289
75 46 3 100 29590 2.000071305
75 21 3 100 7972 2.000072657
87 4 3 100 1824936 2.000072987
118 32 3 100 38994 2.000073829
70 115 3 100 1422955 2.000076236
60 102 3 100 23248 2.000076322
33 67 3 100 3597775 2.000079174
18 61 3 100 22635 2.000079876
75 48 3 100 29116 2.000082188
6 73 3 100 963 2.000083632
21 56 3 100 86589 2.000087663
108 38 3 100 420447 2.000087843
70 19 3 100 377914 2.000088439
2 70 3 100 113149 2.000088674
113 82 3 100 7129144 2.000088941
96 23 3 100 7258 2.000090097
21 55 3 100 31588 2.000092021
49 100 3 100 1345386 2.000093471
41 5 3 100 1147962 2.000094207
105 123 3 100 32273 2.000094386
114 6 3 100 290353 2.000094461
26 61 3 100 6026 2.000095972
20 91 3 100 71699 2.000096506
108 77 3 100 8751601 2.000096667
115 102 3 100 71998 2.000097408
10 57 3 100 1482258 2.000102196
126 83 3 100 6106281 2.000102778
28 82 3 100 5233 2.000102922
121 18 3 100 5935 2.000103322
63 127 3 100 110636 2.000103436
27 47 3 100 45039 2.000104850
111 54 3 100 346694 2.000105747
10 119 3 100 98925 2.000105830
0 23 3 100 2780 2.000106947
8 121 3 100 280578 2.000107900
45 19 3 100 66965 2.000108886
105 50 3 100 5480 2.000110894
88 106 3 100 1550436 2.000112718
27 46 3 100 61721 2.000113850
37 14 3 100 27772 2.000114025
45 52 3 100 7824 2.000115192
80 113 3 100 555089 2.000118004
27 115 3 100 4259711 2.000121074
125 19 3 100 21630029 2.000121961
98 14 3 100 7168480 2.000122529
41 110 3 100 197534 2.000122549
67 110 3 100 1562445 2.000122596
35 111 3 100 1580355 2.000122941
95 75 3 100 5789 2.000123575
116 74 3 100 1696099 2.000124379
4 88 3 100 14975 2.000124586
117 77 3 100 887094 2.000128836
108 63 3 100 1981 2.000129379
58 88 3 100 107100 2.000129864
90 11 3 100 3095513 2.000129871
87 77 3 100 29135 2.000130475
89 124 3 100 65759 2.000130707
60 111 3 100 8610032 2.000138738
35 118 3 100 23410 2.000138986
34 105 3 100 27538 2.000139085
83 38 3 100 51566 2.000139136
38 59 3 100 65954 2.000139285
88 27 3 100 45469 2.000144308
97 45 3 100 44347 2.000146764
18 44 3 100 12744 2.000147515
82 96 3 100 26768670 2.000148469
119 5 3 100 30951 2.000151131
20 127 3 100 1369501 2.000151484
56 112 3 100 47201 2.000151806
94 39 3 100 7584 2.000152347
30 63 3 100 1982856 2.000152547
99 79 3 100 57546 2.000153249
93 49 3 100 28947 2.000157596
7 119 3 100 119683 2.000158581
11 40 3 100 2263885 2.000164817
89 97 3 100 20575 2.000165539
110 90 3 100 496189 2.000165648
35 4 3 100 231996 2.000166150
106 17 3 100 239143 2.000167642
117 64 3 100 764 2.000170876
2 75 3 100 3735814 2.000171562
68 61 3 100 7557164 2.000172083
46 100 3 100 72080 2.000172470
7 110 3 100 7792 2.000173074
24 122 3 100 53 2.000176999
101 86 3 100 36091 2.000180077
58 95 3 100 54063 2.000181169
115 89 3 100 3054871 2.000182255
100 17 3 100 1554 2.000185826
26 9 3 100 204597 2.000185829
122 32 3 100 5105 2.000185894
75 4 3 100 71296 2.000186408
75 92 3 100 4672473 2.000186523
26 81 3 100 161073 2.000187055
38 124 3 100 9026541 2.000189111
45 17 3 100 45243 2.000190383
39 4 3 100 25949 2.000191059
37 15 3 100 8388 2.000193725
66 35 3 100 16217 2.000194346
60 114 3 100 1216237 2.000196626
25 14 3 100 740 2.000198926
9 89 3 100 6781759 2.000200397
86 56 3 100 70542 2.000201588
20 99 3 100 23713 2.000202194
70 43 3 100 46493 2.000203271
4 85 3 100 3126272 2.000204125
2 114 3 100 847050 2.000206062
98 72 3 100 20111 2.000209093
37 73 3 100 29557 2.000209158
99 125 3 100 22928 2.000211837
43 87 3 100 411785 2.000212464
41 120 3 100 28096 2.000214778
95 99 3 100 78880 2.000216856
96 94 3 100 720685 2.000217617
76 39 3 100 445570 2.000218574
72 23 3 100 491590 2.000224847
45 81 3 100 1075 2.000227105
108 3 3 100 62779 2.000229202
95 41 3 100 68277 2.000231565
82 117 3 100 88932 2.000232669
108 67 3 100 4160 2.000233716
116 78 3 100 3071401 2.000234040
69 20 3 100 1617239 2.000237385
91 122 3 100 2003 2.000238510
106 94 3 100 3216974 2.000238883
39 95 3 100 116662 2.000240396
106 91 3 100 30307 2.000241074
5 47 3 100 1319308 2.000242576
111 123 3 100 7272 2.000245253
53 18 3 100 3814594 2.000249434
67 26 3 100 8396 2.000249909
92 11 3 100 24414862 2.000250049
13 25 3 100 10597822 2.000250566
126 38 3 100 1169 2.000253216
18 121 3 100 35239 2.000254008
30 57 3 100 2876270 2.000254111
26 113 3 100 315 2.000254574
41 103 3 100 53202 2.000257221
20 39 3 100 31038 2.000257703
94 27 3 100 57456 2.000258272
127 56 3 100 10705 2.000259795
22 119 3 100 5843583 2.000260208
38 12 3 100 4220699 2.000262230
26 106 3 100 64978 2.000262514
127 72 3 100 3492401 2.000263495
92 30 3 100 64015 2.000263586
94 121 3 100 3808 2.000264149
100 121 3 100 53452 2.000265015
22 52 3 100 4263005 2.000267231
29 6 3 100 2213024 2.000267348
80 2 3 100 539805 2.000270339
113 73 3 100 51931 2.000273995
46 6 3 100 330791 2.000275693
109 17 3 100 4043 2.000278253
44 123 3 100 6550686 2.000280358
81 17 3 100 3673713 2.000284934
67 5 3 100 8280 2.000288116
3 78 3 100 13238 2.000288387
20 48 3 100 35943 2.000289807
90 29 3 100 7607 2.000289843
2 95 3 100 7608495 2.000292725
68 33 3 100 198106 2.000292940
2 71 3 100 8401209 2.000295812
95 120 3 100 1335727 2.000297355
98 16 3 100 1788234 2.000300882
39 106 3 100 54643 2.000300914
94 2 3 100 2453 2.000303022
116 3 3 100 177027 2.000303283
73 38 3 100 61137 2.000303848
53 69 3 100 4075 2.000304103
127 37 3 100 8799071 2.000306804
82 73 3 100 36253 2.000306826
81 61 3 100 4804255 2.000308865
26 90 3 100 11434 2.000309855
13 59 3 100 1649 2.000309928
28 51 3 100 124674 2.000313033
125 34 3 100 1947834 2.000314001
16 39 3 100 45374 2.000314569
9 88 3 100 4811773 2.000315268
119 71 3 100 26968 2.000315591
91 97 3 100 66391 2.000316832
21 67 3 100 24990 2.000316849
61 127 3 100 718191 2.000317294
52 79 3 100 62501 2.000319473
107 46 3 100 15184 2.000319820
108 76 3 100 3621 2.000319845
83 6 3 100 31475 2.000321333
17 123 3 100 29150 2.000321448
8 109 3 100 51107 2.000324253
105 95 3 100 5549 2.000324586
53 100 3 100 2194822 2.000324595
69 36 3 100 7175719 2.000325905
22 125 3 100 51191 2.000326379
30 126 3 100 2428967 2.000329051
120 35 3 100 7536963 2.000331120
89 96 3 100 263048 2.000333372
95 74 3 100 6380 2.000335772
27 88 3 100 13415738 2.000336771
101 75 3 100 150567 2.000337628
9 60 3 100 6023 2.000338511
58 70 3 100 5964 2.000343852
